epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4067.52,0.24957,0.20364,0.79525,0.87519,0.79592,0.8754,0.56752,0.79133,5.24812,0.95035,0.0075165,0.0075165,0.0075165
43,4164.66,0.24631,0.20041,0.79376,0.85621,0.79429,0.86284,0.56335,0.78974,7.01737,0.9547,0.00740645,0.00740645,0.00740645
44,4262.65,0.24072,0.19506,0.79271,0.87681,0.78681,0.86539,0.55755,0.78687,6.54977,0.95548,0.00729493,0.00729493,0.00729493
45,4360.09,0.23746,0.19407,0.7924,0.87048,0.79975,0.86758,0.55779,0.78947,4.64449,0.94902,0.007182,0.007182,0.007182
46,4457.74,0.22989,0.1887,0.79108,0.88042,0.79081,0.86957,0.56227,0.78467,3.83948,0.94688,0.00706775,0.00706775,0.00706775
47,4555.73,0.22545,0.18541,0.78991,0.90175,0.78071,0.86724,0.56019,0.79176,3.67916,0.95472,0.00695225,0.00695225,0.00695225
48,4653.17,0.2228,0.18401,0.78933,0.89236,0.78507,0.86727,0.56543,0.79334,2.6004,0.95478,0.00683558,0.00683558,0.00683558
49,4751.03,0.21659,0.17977,0.78841,0.89563,0.7837,0.87315,0.56875,0.78848,3.1308,0.95531,0.00671783,0.00671783,0.00671783
50,4848.7,0.21082,0.17617,0.78722,0.88739,0.78491,0.8721,0.55918,0.78956,2.93459,0.95748,0.00659907,0.00659907,0.00659907
51,4946.37,0.20814,0.1742,0.78703,0.89918,0.7692,0.8627,0.5543,0.78412,3.9659,0.95335,0.00647939,0.00647939,0.00647939
52,5044.16,0.20229,0.17081,0.78616,0.90172,0.77638,0.86995,0.56249,0.78595,3.16409,0.95403,0.00635887,0.00635887,0.00635887
53,5141.65,0.19933,0.16848,0.78454,0.87356,0.77155,0.86071,0.55752,0.79081,5.88199,0.95584,0.00623758,0.00623758,0.00623758
54,5239.55,0.19469,0.16527,0.78416,0.86426,0.79137,0.86223,0.55624,0.78746,4.88073,0.9544,0.00611562,0.00611562,0.00611562
55,5336.71,0.19034,0.16278,0.78407,0.86551,0.78782,0.86035,0.55932,0.78837,5.05699,0.95406,0.00599306,0.00599306,0.00599306
56,5434.55,0.18684,0.16051,0.78311,0.8807,0.78399,0.86039,0.56527,0.78415,2.94465,0.95268,0.00587,0.00587,0.00587
57,5532.17,0.18081,0.15644,0.78205,0.86219,0.79597,0.86179,0.56057,0.78099,2.88218,0.95429,0.00574651,0.00574651,0.00574651
58,5629.82,0.17703,0.15349,0.78162,0.85856,0.79522,0.86144,0.5632,0.77826,2.75326,0.95404,0.00562268,0.00562268,0.00562268
59,5727.31,0.17228,0.15058,0.78085,0.85834,0.79538,0.86281,0.56313,0.77582,3.60575,0.95005,0.0054986,0.0054986,0.0054986
60,5825.45,0.16769,0.14744,0.78002,0.86088,0.78701,0.86207,0.56528,0.77321,3.72374,0.95054,0.00537434,0.00537434,0.00537434
61,5922.87,0.16388,0.14512,0.77916,0.85841,0.78994,0.86178,0.5674,0.77193,3.84277,0.95164,0.00525,0.00525,0.00525
62,6020.85,0.16224,0.14382,0.77961,0.86628,0.78678,0.85972,0.56469,0.77254,4.29894,0.95158,0.00512566,0.00512566,0.00512566
63,6118.38,0.15584,0.13912,0.77835,0.86938,0.78381,0.85789,0.56556,0.77323,4.04329,0.95209,0.0050014,0.0050014,0.0050014
64,6216.19,0.15237,0.13751,0.7778,0.87171,0.78248,0.86097,0.56733,0.77167,3.57482,0.95167,0.00487732,0.00487732,0.00487732
65,6313.83,0.15108,0.13597,0.77772,0.86964,0.77732,0.86181,0.56996,0.7741,3.37548,0.95395,0.00475349,0.00475349,0.00475349
66,6411.16,0.14536,0.13294,0.77715,0.8707,0.77297,0.85912,0.56832,0.77606,3.30765,0.956,0.00463,0.00463,0.00463
67,6509.32,0.14161,0.12979,0.7766,0.87484,0.76436,0.85831,0.56768,0.77544,3.28609,0.9556,0.00450694,0.00450694,0.00450694
68,6606.93,0.13949,0.12828,0.77584,0.8762,0.76576,0.85851,0.56635,0.776,3.19947,0.95738,0.00438438,0.00438438,0.00438438
69,6704.94,0.13457,0.12608,0.77578,0.8758,0.76724,0.85841,0.56773,0.77528,3.05477,0.95733,0.00426242,0.00426242,0.00426242
70,6802.6,0.12943,0.12346,0.77493,0.87578,0.7679,0.85901,0.56726,0.77457,2.84284,0.95655,0.00414113,0.00414113,0.00414113
